dataset;spatial_class;geo_ontology
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInPierceCounty,Washington;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatHighSchoolsInYakimaCounty,Washington;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Wikicat3rd-centuryBCConflicts;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatTownsInYorubaland;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Street104334599;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/SocialControl101123598;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatHighSchoolsInSnohomishCounty,Washington;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInOxfordshire;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatChurchesCompletedIn1860;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPlannedCommunitiesInCanada;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCitiesInBrazil;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatAmusementMuseumsInTheUnitedStates;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatGradeIIListedChurchesInLondon;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatTownshipsInFinneyCounty,Kansas;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatCommunesOfSomme;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatConcertHallsInJapan;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPublicHousesInBelfast;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatGradeIIListedChurchesInLancashire;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPublicHighSchoolsInIndiana;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInLoriProvince;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRadioStationsInSouthDakota;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPrivateSchoolsInZimbabwe;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInPierceCounty,Washington;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatHighSchoolsInIndia;W3C Basic Geo
DBpedia;http://dbpedia.org/ontology/GolfCourse;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Document106470073;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInCharlottesville,Virginia;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatMunicipalitiesInCantabria;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatCategoryBListedBuildingsInGlasgow;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPortsAndHarboursOfGermany;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatSportsVenuesInBaden-Württemberg;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatCitiesAndTownsInSouthGoaDistrict;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRailwayStationsOpenedIn1911;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatUnincorporatedCommunitiesInPennsylvania;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCommunesInBacăuCounty;GeoRSS
DBpedia;http://schema.org/Product;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatFormerMunicipalitiesInBritishColumbia;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRestaurantsInTheRepublicOfIreland;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatHousesOnTheNationalRegisterOfHistoricPlacesInMaryland;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatChurchesPreservedByTheChurchesConservationTrust;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatNeighborhoodsInHouston,Texas;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Kibbutz108056873;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatSchoolsInNassauCounty,NewYork;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInCornwall;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatSettlementsInBritishColumbia;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Tower104460130;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRadioStationsInSouthDakota;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInBozeman,Montana;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatFormerPopulatedPlacesInCochiseCounty,Arizona;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatInternationalBaccalaureateSchoolsInNewZealand;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInInnereStadt;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatSkyscrapersInTexas;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatHousesInMuskingumCounty,Ohio;GeoRSS
DBpedia;http://umbel.org/umbel/rc/PersonWithOccupation;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatSchoolsInNassauCounty,NewYork;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatSheffieldUniversityBuildingsAndStructures;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatCommunesInBacăuCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatWindmillsInFriesland;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatSettlementsInBritishColumbia;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatFormerMunicipalitiesInSaxony-Anhalt;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRailwayStationsOpenedIn1911;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatResidentialBuildingsCompletedIn1926;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPremonstratensianMonasteriesInBelgium;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatChurchesInDublin(city);GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatDefunctRailwayStationsInNewJersey;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBattlesOfTheBosnianWar;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/LawEnforcementAgency108348815;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Intelligence108339454;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatAmusementParksInGreaterOrlando;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCitiesAndTownsInSverdlovskOblast;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatCompaniesOfBrazil;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBodiesOfWaterOfAnguilla;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatCompaniesEstablishedIn1942;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatSchoolsInNorfolkCounty,Massachusetts;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInFumanCounty;GeoRSS
DBpedia;http://www.wikidata.org/entity/Q11707;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInRashtCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatGlaciersOfValais;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatFormerPopulatedPlacesInCochiseCounty,Arizona;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatOutdoorSculpturesInPhiladelphia,Pennsylvania;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatDefunctRailwayStationsInNewJersey;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Retailer110525436;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatHousesCompletedIn1847;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Valley109468604;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Banker109837824;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInAnjouan;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInMashhadCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatCountiesOfTheHolyRomanEmpire;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatVillagesInBartoszyceCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatMountainsOfArmenia;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatShoppingMallsEstablishedIn1970;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatCitiesAndTownsInSicily;W3C Basic Geo
DBpedia;http://dbpedia.org/ontology/Work;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatEducationalInstitutionsEstablishedIn1908;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInPhoenix,Arizona;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatReligiousBuildingsCompletedIn1843;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatUniversitiesAndCollegesInFukushimaPrefecture;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Bay109215664;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresOnTheNationalRegisterOfHistoricPlacesInMissouri;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBusinessParksOfTheUnitedStates;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatMockCastlesInEngland;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatCitiesAndTownsInBathindaDistrict;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatFormerChurchBuildingsInGermany;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatDistrictsOfYemen;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatNeighborhoodsInCalifornia;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatHurlingClubsInCountyLaois;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInFlemishBrabant;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatMountainsOfMinnesota;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInRashtCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/ControlCenter103097362;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatShoppingMallsInPimaCounty,Arizona;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatEndorheicLakesOfCalifornia;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatAirportsInMississippi;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInRiganCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatGovernmentBuildingsOnTheNationalRegisterOfHistoricPlacesInMaine;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatArmstrongWhitworthShips;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatNeighborhoodsInCalifornia;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInBlaenauGwent;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInDetroit,Michigan;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatDinaricAlps;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRiversOfBuckinghamshire;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatSchoolsOfSocialWorkInTheUnitedStates;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRiversOfBuckinghamshire;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBoardingSchoolsInIndia;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRadioStationsInMissouri;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatHighSchoolsInDetroit,Michigan;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInLarimerCounty,Colorado;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPlannedCommunitiesInCanada;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBridgesInNorthernIreland;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatChurchesInSuffolkCounty,NewYork;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCentralUplands;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInCeará;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBridgesInNorthernIreland;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatDefunctSchoolsInCalifornia;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPublicHighSchoolsInHawaii;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatHousesInSussexCounty,Delaware;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCitiesAndTownsInPiedmont;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatApartmentBuildingsInFlorida;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatTributariesOfTheNile;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInNorthBrabant;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInMissoula,Montana;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatEasternOrthodoxMonasteriesInGreece;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatFormerPopulatedPlacesInTheQikiqtaalukRegion;GeoRSS
DBpedia;http://dbpedia.org/class/yago/MeasuringInstrument103733925;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRugbyUnionStadiumsInItaly;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatAssociationFootballClubsEstablishedIn1910;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTheSouthGovernorate;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRiversOfAmazonas(BrazilianState);GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInFlemishBrabant;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatOutdoorSculpturesInPhiladelphia,Pennsylvania;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatUniversitiesInAzerbaijan;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCommunitiesInCochraneDistrict;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatSchoolsInSaltLakeCounty,Utah;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatUnitedStatesArmyGenerals;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInSavadkuhCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatWorldWarIIShipwrecksInTheMediterranean;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatShoppingMallsInPimaCounty,Arizona;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatShoppingStreetsInEngland;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPublicHighSchoolsInHawaii;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatSchoolsInGreensboro,NorthCarolina;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatAirportsInMississippi;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatSchoolsInLucknow;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPrivateMiddleSchoolsInPennsylvania;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBronzeSculpturesInTheUnitedStates;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRiversOfTheTasmanRegion;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Game100455599;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatDesignatedPlacesInOntario;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatUnincorporatedCommunitiesInMercerCounty,Ohio;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInMissoula,Montana;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInFortWayne,Indiana;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatLibrariesInPennsylvania;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCitiesInTheUnitedStates;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCitiesAndTownsInArkhangelskOblast;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCraterLakes;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatMinesInArizona;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Battle100953559;GeoRSS
DBpedia;http://dbpedia.org/ontology/RoadJunction;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatLocalGovernmentAreasOfQueensland;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRiversOfTheTasmanRegion;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPeninsulasOfTurkey;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatAirportsInColorado;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatEducationalInstitutionsEstablishedIn1882;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatAirportsInColorado;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatSacredLakesOfIndia;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatFortsInNebraska;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRadioStationsInMinnesota;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatFortsInNebraska;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatMountainPassesOfQikiqtaalukRegion;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatUniversitiesAndCollegesInUtah;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPublicHighSchoolsInKansas;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Memorial106688522;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatJewishCemeteriesInNewYorkCity;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRoadsInSingapore;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatFormerTheatresInScotland;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesEstablishedIn1846;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatEpiscopalChurchesInPennsylvania;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCopperMinesInTheUnitedStates;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatLakesOfManitoba;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Memorial106688522;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Firm108059870;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCopperMinesInTheUnitedStates;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatGovernmentBuildingsInArgentina;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatMinesInAlaska;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatProtectedAreasOfIronCounty,Missouri;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatChurchesInHackney;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatSubmarinesOfTheRoyalNavy;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatMountainsOfKyotoPrefecture;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatHousesInIowa;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatMountainsOfKyotoPrefecture;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatAirfieldsOfTheUnitedStatesArmyAirCorps;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatUnincorporatedCommunitiesInNorthDakota;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatChurchesInGraftonCounty,NewHampshire;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatWildlifeManagementAreasOfWestVirginia;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatMuseumsInAngus;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Drive100307631;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBusinessParks;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Area102735688;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatHospitalsEstablishedIn1938;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Quarter108627919;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatEpiscopalChurchesInAlaska;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatNeighborhoodsInPaterson,NewJersey;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatSchoolsInLenaweeCounty,Michigan;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInLefkoşaDistrict;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatSchoolsInSanJuanCounty,NewMexico;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatNeighbourhoodsInOttawa;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatMountainsOfShizuokaPrefecture;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatArenaFootballVenues;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInLakeCounty,Ohio;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresCompletedIn1973;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatChurchesInDallasCounty,Arkansas;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatProtectedAreasEstablishedIn1911;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatMilitaryRoads;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBoulkiemdéProvince;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRailroadMuseumsInMassachusetts;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBardaskanCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInTirana;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatShanghaiMetroStations;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatMilitaryInstallationsOfEstonia;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Killing100219012;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBoardingSchoolsInIndia;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatInternationalMountainsOfEurope;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatChurchesCompletedIn1850;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Hill109303008;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatHiltonHotels&ResortsHotels;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatReligiousBuildingsCompletedIn1888;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatHousesInRossCounty,Ohio;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPrivateElementarySchoolsInAlabama;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatEventVenuesEstablishedIn1967;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatEpiscopalChurchesInIllinois;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatLakesOfMauricie;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatVillagesInKrishnaDistrict;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatProtectedAreasOfSuffolkCounty,NewYork;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatVillagesInCumbria;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatTheatresOnTheNationalRegisterOfHistoricPlacesInPennsylvania;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatTownshipsInEllsworthCounty,Kansas;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatVillagesInTomaszówMazowieckiCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatSportsFestivalsInAustralia;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatNationalHistoricLandmarksInNewMexico;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInGrahamCounty,Arizona;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatFormerCountriesInAfrica;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatWorldWarIIShips;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Investigation100633864;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatEducationalInstitutionsEstablishedIn1922;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatGaelicFootballClubsInCountyDublin;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Mine103768346;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatShoppingMallsEstablishedIn1960;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatVillagesInPrzysuchaCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTazaProvince;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInCheshire;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatOrganizationsEstablishedIn1973;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatHistoricDistrictsInMiddlesexCounty,Massachusetts;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInsideTheWalledCityOfDamascus;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Emigrant110051975;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInRichmond,BritishColumbia;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatMinesInArizona;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInAnjouan;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatMountainsOfQueenMaudLand;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatProtectedAreasOfKootenaiCounty,Idaho;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatVillagesInSiedlceCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatMountainPassesOfNewMexico;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRailwayStationsOpenedIn1879;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPresbyterianSchoolsInNewZealand;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatContemporaryArtGalleriesInTheUnitedStates;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPublicHighSchoolsInWashington,D.C.;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatAncientChineseCities;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatNationalHistoricLandmarksInNewYork;GeoRSS
