dataset;spatial_class;geo_ontology
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInZimbabwe;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTepliceDistrict;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Conservatory108287436;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatIslandsOfScotland;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatIslandsOfScotland;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatSchoolsAccreditedByTheWesternAssociationOfSchoolsAndColleges;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBuddhistUniversitiesAndColleges;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPostTownsInTheIVPostcodeArea;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatEducationalInstitutionsEstablishedIn1984;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTepliceDistrict;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Conservatory108287436;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatProtectedAreasEstablishedIn1974;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatEducationalInstitutionsEstablishedIn1987;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInCuraçao;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatProtectedAreasEstablishedIn1974;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatEducationalInstitutionsEstablishedIn1987;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInCuraçao;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Wrongdoer109633969;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatParishesInSalas;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Byway102930645;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatFootballVenuesInSwitzerland;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBridgesCompletedIn1930;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Wikicat19th-centuryRomanCatholicChurchBuildings;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatDistrictsOfNanjing;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatDistrictsOfNanjing;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCitiesInJilin;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatHousesInUtahCounty,Utah;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBridgesCompletedIn1930;GeoRSS
DBpedia;http://dbpedia.org/class/yago/SaltFlat109420550;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/SaltFlat109420550;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatMunicipalitiesInTheProvinceOfLleida;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatCensus-designatedPlacesInMontana;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatMunicipalitiesInTheProvinceOfLleida;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Wikicat19th-centuryRomanCatholicChurchBuildings;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatCitiesInJilin;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatHousesInUtahCounty,Utah;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatOutlawsOfTheAmericanOldWest;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatHollywoodHills;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCensus-designatedPlacesInMontana;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCedarFairAttractions;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Manufacturer108060446;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Manufacturer108060446;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatShoppingMallsInNewYork;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatShoppingMallsInNewYork;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatHollywoodHills;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRiversOfMissouri;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatEducationalInstitutionsEstablishedIn1957;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRecordingStudiosInLondon;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRecordingStudiosInLondon;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresCompletedIn1974;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatGirderBridges;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatDeckArchBridges;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatDeckArchBridges;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatTrussBridges;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatGirderBridges;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatTrussBridges;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRomanCatholicSeminaries;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBridgesCompletedIn1885;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatMunicipalitiesOfValais;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatUninhabitedIslandsOfShetland;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatMunicipalitiesOfValais;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatUninhabitedIslandsOfShetland;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRomanCatholicSeminaries;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRiversOfTheHunterRegion;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatIndoorIceHockeyVenuesInTheUnitedStates;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatGlaciersOfSwitzerland;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatIndoorIceHockeyVenuesInTheUnitedStates;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatIslandsOfTheNorthAtlanticOcean;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRomanCatholicSecondarySchoolsInNewZealand;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Mural103799710;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCitiesAndTownsInWestBengal;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatActiveVolcanoesOfThePhilippines;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatVolcanoesOfMindanao;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatSchoolBuildingsOnTheNationalRegisterOfHistoricPlacesInOregon;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatUninhabitedIslandsOfAlaska;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatVolcanoesOfMindanao;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatSchoolBuildingsOnTheNationalRegisterOfHistoricPlacesInOregon;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatHistoryMuseumsInMaryland;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCentralBusinessDistricts;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRadioStationsInOregon;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRadioStationsInOregon;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatAir1RadioStations;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCollegeRadioStationsInOklahoma;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatShoppingMallsInMaryland;GeoRSS
DBpedia;http://dbpedia.org/ontology/Prison;W3C Basic Geo
DBpedia;http://dbpedia.org/ontology/Prison;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatAirportsInFlorida;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatAirportsInFlorida;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatMountainsOfTheRossDependency;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatMountainsOfTheRossDependency;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatTownsInHighland(councilArea);W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatVillagesInSognOgFjordane;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatVillagesInSognOgFjordane;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatTownsInHighland(councilArea);GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatHousesCompletedIn1868;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRadioStationsEstablishedIn1975;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRadioStationsInMontana;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatTheatresInCalifornia;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatHousesCompletedIn1830;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBronzeSculpturesInPennsylvania;GeoRSS
DBpedia;http://dbpedia.org/ontology/SportsEvent;GeoRSS
DBpedia;http://dbpedia.org/ontology/Tournament;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1957;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatHousesCompletedIn1830;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBronzeSculpturesInPennsylvania;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRadioStationsInMontana;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1957;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRadioStationsInArkansas;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatHousesInCharlestonCounty,SouthCarolina;GeoRSS
DBpedia;http://dbpedia.org/ontology/TelevisionStation;W3C Basic Geo
DBpedia;http://umbel.org/umbel/rc/Business;W3C Basic Geo
DBpedia;http://umbel.org/umbel/rc/Business;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1966;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1966;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRadioStationsEstablishedIn1981;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRadioStationsInArkansas;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1972;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1972;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatEducationalInstitutionsEstablishedIn1997;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatAustralianTertiaryInstitutions;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatAirportsInIvoryCoast;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatHousesInCarsonCity,Nevada;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatVillagesInOpoleLubelskieCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatIslandsOfGreenland;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatAirportsInIvoryCoast;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatVillagesInOpoleLubelskieCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatIslandsOfGreenland;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatNationalHistoricLandmarksOfTheUnitedStates;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatNationalHistoricLandmarksOfTheUnitedStates;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBuinZahraCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatClassicalMusicRadioStationsInTheUnitedStates;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRadioStationsEstablishedIn1970;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatMountainsAndHillsOfNorthRhine-Westphalia;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatUrban-typeSettlementsInArkhangelskOblast;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRegenciesOfRiau;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Message106598915;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBoardingSchoolsInSwitzerland;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBoardingSchoolsInSwitzerland;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCommunesOfEure;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatMountainsAndHillsOfNorthRhine-Westphalia;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatUrban-typeSettlementsInArkhangelskOblast;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInShowtCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Message106598915;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInHeraklion(regionalUnit);GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInShowtCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatAirportsInSuriname;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRailwayStationsInHyōgoPrefecture;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatSkiAreasAndResortsInGermany;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatAirportsInSuriname;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRailwayStationsInHyōgoPrefecture;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRailwayStationsInShizuokaPrefecture;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInArdestanCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInChalusCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInDarabCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Duration115133621;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatSkiAreasAndResortsInGermany;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Duration115133621;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Approval106686736;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBaharCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInKavarCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Regency115298995;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Approval106686736;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRiversOfUkraine;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Saint110546850;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Saint110546850;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBaharCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInKavarCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInPasargadCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Regency115298995;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInLamjungDistrict;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInKermanCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInKhomeynCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTuyserkanCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTuyserkanCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInKhoyCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInKhoyCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInPishvaCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInPishvaCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInRashtkhvarCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInKermanCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInRashtkhvarCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInLamjungDistrict;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatNationalParksOfGreece;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInMobarakehCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatTributariesOfTheMonocacyRiver;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatTownsInSyria;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatTownsInSyria;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatNationalParksOfGreece;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInHirmandCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInMobarakehCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInSarpol-eZahabCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPublicMiddleSchoolsInFlorida;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesEstablishedIn1819;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInSonqorCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatDistrictsOfUvsProvince;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInSonqorCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedCoastalPlacesInJapan;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInSanJuanCounty,Washington;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatDepartmentsOfSantiagoDelEsteroProvince;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Professional110480253;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Professional110480253;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatDepartmentsOfSantiagoDelEsteroProvince;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatIndustrialBuildingsAndStructuresOnTheNationalRegisterOfHistoricPlacesInNewYork;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatHousesInAlexandria,Louisiana;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatCollegeIceHockeyVenuesInTheUnitedStates;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedCoastalPlacesInJapan;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatIndustrialBuildingsAndStructuresOnTheNationalRegisterOfHistoricPlacesInNewYork;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatHousesInAlexandria,Louisiana;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatSportsVenuesInMinot,NorthDakota;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInJaskCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatHousesCompletedIn1839;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatFormerLakes;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBoroughsAndSmallBoroughsInEstonia;W3C Basic Geo
DBpedia;http://dbpedia.org/ontology/Hospital;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInFlevoland;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInAmolCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatShoppingMallsEstablishedIn2008;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatAcademiesInManchester;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatSuburbsOfMelbourne;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRailwayStationsInEhimePrefecture;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRuralLocalitiesInStavropolKrai;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInFlevoland;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatShoppingMallsEstablishedIn2008;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatSeoulSubwayStations;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/SubwayStation104349077;GeoRSS
DBpedia;http://dbpedia.org/class/yago/SubwayStation104349077;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRuralLocalitiesInStavropolKrai;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatBotanicalGardensInAustralia;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatAcademiesInManchester;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatSuburbsOfMelbourne;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatCitiesAndTownsInStavropolKrai;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBotanicalGardensInAustralia;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatMunicipalitiesInTheProvinceOfTeruel;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatTownshipsInHenryCounty,Illinois;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatShoppingMallsInTheSanFernandoValley;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatMunicipalitiesInTheProvinceOfTeruel;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatTownshipsInHenryCounty,Illinois;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatAirportsInSouthAustralia;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Lawyer110249950;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTheProvinceOfTeruel;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Mayor110303814;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Mayor110303814;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Traveler109629752;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Traveler109629752;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Accident107301336;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Accident107301336;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatBridgeDisastersCausedByMaintenanceError;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInSichuan;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatEducationalInstitutionsEstablishedIn1961;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInSichuan;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatEducationalInstitutionsEstablishedIn1961;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatRailwayStationsInTochigiPrefecture;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Highland109302616;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Tableland109453008;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Tableland109453008;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatMuseumsInQuincy,Massachusetts;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatSchoolsInTheBronx;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatDamsInWesternAustralia;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRailwayStationsInTochigiPrefecture;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatSchoolsInTheBronx;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Highland109302616;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatDamsInWesternAustralia;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatCommunesOfChile;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRailwayStationsInGunmaPrefecture;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatRailwayStationsInGunmaPrefecture;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesEstablishedIn1978;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInIjrudCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInIjrudCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInAfyonkarahisarProvince;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatFormerSettlementsInMercedCounty,California;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatFormerSettlementsInMercedCounty,California;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatStationsOfTheNakasendō;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInKachinState;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatSubdivisionsOfEritrea;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatStationsOfTheNakasendō;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatSubdivisionsOfEritrea;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatWaterfallsOfCanada;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatTributariesOfTheIndusRiver;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInJihlavaDistrict;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatHighSchoolsInWashingtonCounty,Oregon;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatMinorLeagueBaseballVenues;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatArtsCentersInGeorgia(U.S.State);W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatEducationalInstitutionsEstablishedIn1947;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatEducationalInstitutionsEstablishedIn1947;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatLutheranUniversitiesAndColleges;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInFarahanCounty;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/Archipelago109203827;GeoRSS
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInLakeCounty,Illinois;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatSchoolsInMcLennanCounty,Texas;W3C Basic Geo
DBpedia;http://dbpedia.org/class/yago/WikicatPopulatedPlacesInFarahanCounty;GeoRSS
DBpedia;http://dbpedia.org/class/yago/Juvenile109622049;GeoRSS
